Merek,Model,Varian,Spesifikasi,Value
toyota,fortuner,2-7-srz-at,Kapasitas mesin,2694 cc
toyota,fortuner,2-7-srz-at,Tenaga,160 hp
toyota,fortuner,2-7-srz-at,Torsi,242 Nm
toyota,fortuner,2-7-srz-at,Jenis Bahan Bakar,Bensin
toyota,fortuner,2-7-srz-at,Girboks,6-Speed
toyota,fortuner,2-7-srz-at,Jenis Transmisi,Otomatis
toyota,fortuner,2-7-srz-at,Jenis penggerak,2WD
toyota,fortuner,2-7-srz-at,Jumlah Silinder,4
toyota,fortuner,2-7-srz-at,Katup per Silinder,4
toyota,fortuner,2-7-srz-at,Konfigurasi Katup,DOHC
toyota,fortuner,2-7-srz-at,Mesin,"2.7L Petrol Engine, Inline 4 Cylinder 16 Valve DOHC"
toyota,fortuner,2-7-trd-at,Kapasitas mesin,2694 cc
toyota,fortuner,2-7-trd-at,Tenaga,160 hp
toyota,fortuner,2-7-trd-at,Torsi,242 Nm
toyota,fortuner,2-7-trd-at,Jenis Bahan Bakar,Bensin
toyota,fortuner,2-7-trd-at,Girboks,6-Speed
toyota,fortuner,2-7-trd-at,Jenis Transmisi,Otomatis
toyota,fortuner,2-7-trd-at,Jenis penggerak,2WD
toyota,fortuner,2-7-trd-at,Jumlah Silinder,4
toyota,fortuner,2-7-trd-at,Katup per Silinder,4
toyota,fortuner,2-7-trd-at,Konfigurasi Katup,DOHC
toyota,fortuner,2-7-trd-at,Mesin,"2.7L Petrol Engine, Inline 4 Cylinder 16 Valve DOHC"
toyota,fortuner,2-4-vrz-at,Kapasitas mesin,2393 cc
toyota,fortuner,2-4-vrz-at,Tenaga,148 hp
toyota,fortuner,2-4-vrz-at,Torsi,400 Nm
toyota,fortuner,2-4-vrz-at,Jenis Bahan Bakar,Diesel
toyota,fortuner,2-4-vrz-at,Girboks,6-Speed
toyota,fortuner,2-4-vrz-at,Jenis penggerak,2WD
toyota,fortuner,2-4-vrz-at,Jenis Transmisi,Otomatis
toyota,fortuner,2-4-vrz-at,Jumlah Silinder,4
toyota,fortuner,2-4-vrz-at,Katup per Silinder,4
toyota,fortuner,2-4-vrz-at,Konfigurasi Katup,DOHC
toyota,fortuner,2-4-vrz-at,Sistem Suplai Bahan Bakar,CRDi
toyota,fortuner,2-4-vrz-at,Mesin,"2.4L Diesel Engine, Inline 4 Cylinder 16 Valve DOHC"
toyota,fortuner,2-4-g-at,Kapasitas mesin,2393 cc
toyota,fortuner,2-4-g-at,Tenaga,148 hp
toyota,fortuner,2-4-g-at,Jenis Bahan Bakar,Diesel
toyota,fortuner,2-4-g-at,Torsi,400 Nm
toyota,fortuner,2-4-g-at,Girboks,6-Speed
toyota,fortuner,2-4-g-at,Jenis penggerak,2WD
toyota,fortuner,2-4-g-at,Jenis Transmisi,Otomatis
toyota,fortuner,2-4-g-at,Jumlah Silinder,4
toyota,fortuner,2-4-g-at,Katup per Silinder,4
toyota,fortuner,2-4-g-at,Konfigurasi Katup,DOHC
toyota,fortuner,2-4-g-at,Sistem Suplai Bahan Bakar,CRDi
toyota,fortuner,2-4-g-at,Mesin,"2.4L Diesel Engine, Inline 4 Cylinder 16 Valve DOHC"
toyota,fortuner,2-4-g-mt,Kapasitas mesin,2393 cc
toyota,fortuner,2-4-g-mt,Tenaga,148 hp
toyota,fortuner,2-4-g-mt,Jenis Bahan Bakar,Diesel
toyota,fortuner,2-4-g-mt,Torsi,400 Nm
toyota,fortuner,2-4-g-mt,Girboks,6-Speed
toyota,fortuner,2-4-g-mt,Jenis Transmisi,Manual
toyota,fortuner,2-4-g-mt,Jenis penggerak,2WD
toyota,fortuner,2-4-g-mt,Jumlah Silinder,4
toyota,fortuner,2-4-g-mt,Katup per Silinder,4
toyota,fortuner,2-4-g-mt,Konfigurasi Katup,DOHC
toyota,fortuner,2-4-g-mt,Sistem Suplai Bahan Bakar,CRDi
toyota,fortuner,2-4-g-mt,Mesin,"2.4L Diesel Engine, Inline 4 Cylinder 16 Valve DOHC"
toyota,fortuner,2-4-vrz-at-4x4,Kapasitas mesin,2393 cc
toyota,fortuner,2-4-vrz-at-4x4,Tenaga,148 hp
toyota,fortuner,2-4-vrz-at-4x4,Jenis Bahan Bakar,Diesel
toyota,fortuner,2-4-vrz-at-4x4,Torsi,400 Nm
toyota,fortuner,2-4-vrz-at-4x4,Girboks,6-Speed
toyota,fortuner,2-4-vrz-at-4x4,Jenis Transmisi,Otomatis
toyota,fortuner,2-4-vrz-at-4x4,Jenis penggerak,4WD
toyota,fortuner,2-4-vrz-at-4x4,Jumlah Silinder,4
toyota,fortuner,2-4-vrz-at-4x4,Katup per Silinder,4
toyota,fortuner,2-4-vrz-at-4x4,Konfigurasi Katup,DOHC
toyota,fortuner,2-4-vrz-at-4x4,Sistem Suplai Bahan Bakar,CRDi
toyota,fortuner,2-4-vrz-at-4x4,Mesin,"2.4L Diesel Engine, Inline 4 Cylinder 16 Valve DOHC"
toyota,fortuner,2-4-g-at-4x4,Kapasitas mesin,2393 cc
toyota,fortuner,2-4-g-at-4x4,Tenaga,148 hp
toyota,fortuner,2-4-g-at-4x4,Torsi,400 Nm
toyota,fortuner,2-4-g-at-4x4,Jenis Bahan Bakar,Diesel
toyota,fortuner,2-4-g-at-4x4,Girboks,6-Speed
toyota,fortuner,2-4-g-at-4x4,Jenis penggerak,4WD
toyota,fortuner,2-4-g-at-4x4,Jenis Transmisi,Otomatis
toyota,fortuner,2-4-g-at-4x4,Jumlah Silinder,4
toyota,fortuner,2-4-g-at-4x4,Katup per Silinder,4
toyota,fortuner,2-4-g-at-4x4,Konfigurasi Katup,DOHC
toyota,fortuner,2-4-g-at-4x4,Sistem Suplai Bahan Bakar,CRDi
toyota,fortuner,2-4-g-at-4x4,Mesin,"2.4L Diesel Engine, Inline 4 Cylinder 16 Valve DOHC"
toyota,fortuner,2-4-trd-at,Kapasitas mesin,2393 cc
toyota,fortuner,2-4-trd-at,Tenaga,148 hp
toyota,fortuner,2-4-trd-at,Jenis Bahan Bakar,Diesel
toyota,fortuner,2-4-trd-at,Torsi,400 Nm
toyota,fortuner,2-4-trd-at,Girboks,6-Speed
toyota,fortuner,2-4-trd-at,Jenis Transmisi,Otomatis
toyota,fortuner,2-4-trd-at,Jenis penggerak,2WD
toyota,fortuner,2-4-trd-at,Jumlah Silinder,4
toyota,fortuner,2-4-trd-at,Katup per Silinder,4
toyota,fortuner,2-4-trd-at,Konfigurasi Katup,DOHC
toyota,fortuner,2-4-trd-at,Sistem Suplai Bahan Bakar,CRDi
toyota,fortuner,2-4-trd-at,Mesin,"2.4L Diesel Engine, Inline 4 Cylinder 16 Valve DOHC"
toyota,kijang-innova,v-at-gasoline,Kapasitas mesin,1998 cc
toyota,kijang-innova,v-at-gasoline,Tenaga,137 hp
toyota,kijang-innova,v-at-gasoline,Konsumsi BBM Tol,12.7 kmpl
toyota,kijang-innova,v-at-gasoline,Torsi,190 Nm
toyota,kijang-innova,v-at-gasoline,Jenis Bahan Bakar,Bensin
toyota,kijang-innova,v-at-gasoline,Konsumsi BBM dalam kota (kmpl),8.6 kmpl
toyota,kijang-innova,v-at-gasoline,Girboks,6-Speed
toyota,kijang-innova,v-at-gasoline,Jenis Transmisi,Otomatis
toyota,kijang-innova,v-at-gasoline,Jenis penggerak,RWD
toyota,kijang-innova,v-at-gasoline,Jumlah Silinder,4
toyota,kijang-innova,v-at-gasoline,Katup per Silinder,4
toyota,kijang-innova,v-at-gasoline,Konfigurasi Katup,DOHC
toyota,kijang-innova,v-at-gasoline,Sistem Suplai Bahan Bakar,EFI
toyota,kijang-innova,v-mt-gasoline,Kapasitas mesin,1998 cc
toyota,kijang-innova,v-mt-gasoline,Tenaga,137 hp
toyota,kijang-innova,v-mt-gasoline,Konsumsi BBM dalam kota (kmpl),9.7 kmpl
toyota,kijang-innova,v-mt-gasoline,Torsi,190 Nm
toyota,kijang-innova,v-mt-gasoline,Jenis Bahan Bakar,Bensin
toyota,kijang-innova,v-mt-gasoline,Konsumsi BBM Tol,13.6 kmpl
toyota,kijang-innova,v-mt-gasoline,Girboks,5-Speed
toyota,kijang-innova,v-mt-gasoline,Jenis Transmisi,Manual
toyota,kijang-innova,v-mt-gasoline,Jenis penggerak,RWD
toyota,kijang-innova,v-mt-gasoline,Jumlah Silinder,4
toyota,kijang-innova,v-mt-gasoline,Katup per Silinder,4
toyota,kijang-innova,v-mt-gasoline,Konfigurasi Katup,DOHC
toyota,kijang-innova,v-mt-gasoline,Sistem Suplai Bahan Bakar,EFI
toyota,kijang-innova,g-at-gasoline,Kapasitas mesin,1998 cc
toyota,kijang-innova,g-at-gasoline,Tenaga,137 hp
toyota,kijang-innova,g-at-gasoline,Konsumsi BBM Tol,12.7 kmpl
toyota,kijang-innova,g-at-gasoline,Torsi,190 Nm
toyota,kijang-innova,g-at-gasoline,Jenis Bahan Bakar,Bensin
toyota,kijang-innova,g-at-gasoline,Konsumsi BBM dalam kota (kmpl),8.6 kmpl
toyota,kijang-innova,g-at-gasoline,Girboks,6-Speed
toyota,kijang-innova,g-at-gasoline,Jenis penggerak,RWD
toyota,kijang-innova,g-at-gasoline,Jenis Transmisi,Otomatis
toyota,kijang-innova,g-at-gasoline,Jumlah Silinder,4
toyota,kijang-innova,g-at-gasoline,Katup per Silinder,4
toyota,kijang-innova,g-at-gasoline,Konfigurasi Katup,DOHC
toyota,kijang-innova,g-at-gasoline,Sistem Suplai Bahan Bakar,EFI
toyota,kijang-innova,g-mt-gasoline,Kapasitas mesin,1998 cc
toyota,kijang-innova,g-mt-gasoline,Tenaga,137 hp
toyota,kijang-innova,g-mt-gasoline,Konsumsi BBM dalam kota (kmpl),9.7 kmpl
toyota,kijang-innova,g-mt-gasoline,Torsi,190 Nm
toyota,kijang-innova,g-mt-gasoline,Jenis Bahan Bakar,Bensin
toyota,kijang-innova,g-mt-gasoline,Konsumsi BBM Tol,13.6 kmpl
toyota,kijang-innova,g-mt-gasoline,Girboks,5-Speed
toyota,kijang-innova,g-mt-gasoline,Jenis Transmisi,Manual
toyota,kijang-innova,g-mt-gasoline,Jenis penggerak,RWD
toyota,kijang-innova,g-mt-gasoline,Jumlah Silinder,4
toyota,kijang-innova,g-mt-gasoline,Katup per Silinder,4
toyota,kijang-innova,g-mt-gasoline,Konfigurasi Katup,DOHC
toyota,kijang-innova,g-mt-gasoline,Sistem Suplai Bahan Bakar,EFI
toyota,kijang-innova,q-at-gasoline,Kapasitas mesin,1998 cc
toyota,kijang-innova,q-at-gasoline,Tenaga,137 hp
toyota,kijang-innova,q-at-gasoline,Konsumsi BBM Tol,12.7 kmpl
toyota,kijang-innova,q-at-gasoline,Torsi,190 Nm
toyota,kijang-innova,q-at-gasoline,Konsumsi BBM dalam kota (kmpl),8.6 kmpl
toyota,kijang-innova,q-at-gasoline,Jenis Bahan Bakar,Bensin
toyota,kijang-innova,q-at-gasoline,Girboks,6-Speed
toyota,kijang-innova,q-at-gasoline,Jenis Transmisi,Otomatis
toyota,kijang-innova,q-at-gasoline,Jenis penggerak,RWD
toyota,kijang-innova,q-at-gasoline,Jumlah Silinder,4
toyota,kijang-innova,q-at-gasoline,Katup per Silinder,4
toyota,kijang-innova,q-at-gasoline,Konfigurasi Katup,DOHC
toyota,kijang-innova,q-at-gasoline,Sistem Suplai Bahan Bakar,EFI
toyota,kijang-innova,q-mt-gasoline,Kapasitas mesin,1998 cc
toyota,kijang-innova,q-mt-gasoline,Tenaga,137 hp
toyota,kijang-innova,q-mt-gasoline,Konsumsi BBM dalam kota (kmpl),9.7 kmpl
toyota,kijang-innova,q-mt-gasoline,Torsi,190 Nm
toyota,kijang-innova,q-mt-gasoline,Konsumsi BBM Tol,13.6 kmpl
toyota,kijang-innova,q-mt-gasoline,Jenis Bahan Bakar,Bensin
toyota,kijang-innova,q-mt-gasoline,Girboks,5-Speed
toyota,kijang-innova,q-mt-gasoline,Jenis Transmisi,Manual
toyota,kijang-innova,q-mt-gasoline,Jenis penggerak,RWD
toyota,kijang-innova,q-mt-gasoline,Jumlah Silinder,4
toyota,kijang-innova,q-mt-gasoline,Katup per Silinder,4
toyota,kijang-innova,q-mt-gasoline,Konfigurasi Katup,DOHC
toyota,kijang-innova,q-mt-gasoline,Sistem Suplai Bahan Bakar,EFI
toyota,kijang-innova,v-at-diesel,Kapasitas mesin,2393 cc
toyota,kijang-innova,v-at-diesel,Tenaga,147 hp
toyota,kijang-innova,v-at-diesel,Torsi,360 Nm
toyota,kijang-innova,v-at-diesel,Konsumsi BBM dalam kota (kmpl),12.4 kmpl
toyota,kijang-innova,v-at-diesel,Jenis Bahan Bakar,Diesel
toyota,kijang-innova,v-at-diesel,Konsumsi BBM Tol,18.5 kmpl
toyota,kijang-innova,v-at-diesel,Girboks,6-Speed
toyota,kijang-innova,v-at-diesel,Jenis Transmisi,Otomatis
toyota,kijang-innova,v-at-diesel,Jenis penggerak,RWD
toyota,kijang-innova,v-at-diesel,Jumlah Silinder,4
toyota,kijang-innova,v-at-diesel,Katup per Silinder,4
toyota,kijang-innova,v-at-diesel,Konfigurasi Katup,DOHC
toyota,kijang-innova,v-at-diesel,Sistem Suplai Bahan Bakar,CRDi
toyota,kijang-innova,v-mt-diesel,Kapasitas mesin,2393 cc
toyota,kijang-innova,v-mt-diesel,Tenaga,147 hp
toyota,kijang-innova,v-mt-diesel,Torsi,342 Nm
toyota,kijang-innova,v-mt-diesel,Konsumsi BBM Tol,18 kmpl
toyota,kijang-innova,v-mt-diesel,Jenis Bahan Bakar,Diesel
toyota,kijang-innova,v-mt-diesel,Konsumsi BBM dalam kota (kmpl),13 kmpl
toyota,kijang-innova,v-mt-diesel,Girboks,5-Speed
toyota,kijang-innova,v-mt-diesel,Jenis Transmisi,Manual
toyota,kijang-innova,v-mt-diesel,Jenis penggerak,RWD
toyota,kijang-innova,v-mt-diesel,Jumlah Silinder,4
toyota,kijang-innova,v-mt-diesel,Katup per Silinder,4
toyota,kijang-innova,v-mt-diesel,Konfigurasi Katup,DOHC
toyota,kijang-innova,v-mt-diesel,Sistem Suplai Bahan Bakar,CRDi
toyota,kijang-innova,g-at-diesel,Kapasitas mesin,2393 cc
toyota,kijang-innova,g-at-diesel,Tenaga,147 hp
toyota,kijang-innova,g-at-diesel,Konsumsi BBM dalam kota (kmpl),12.4 kmpl
toyota,kijang-innova,g-at-diesel,Torsi,360 Nm
toyota,kijang-innova,g-at-diesel,Jenis Bahan Bakar,Diesel
toyota,kijang-innova,g-at-diesel,Konsumsi BBM Tol,18.5 kmpl
toyota,kijang-innova,g-at-diesel,Girboks,6-Speed
toyota,kijang-innova,g-at-diesel,Jenis penggerak,RWD
toyota,kijang-innova,g-at-diesel,Jenis Transmisi,Otomatis
toyota,kijang-innova,g-at-diesel,Jumlah Silinder,4
toyota,kijang-innova,g-at-diesel,Katup per Silinder,4
toyota,kijang-innova,g-at-diesel,Konfigurasi Katup,DOHC
toyota,kijang-innova,g-at-diesel,Sistem Suplai Bahan Bakar,CRDi
toyota,kijang-innova,g-mt-diesel,Kapasitas mesin,2393 cc
toyota,kijang-innova,g-mt-diesel,Tenaga,147 hp
toyota,kijang-innova,g-mt-diesel,Torsi,342 Nm
toyota,kijang-innova,g-mt-diesel,Jenis Bahan Bakar,Diesel
toyota,kijang-innova,g-mt-diesel,Konsumsi BBM Tol,18 kmpl
toyota,kijang-innova,g-mt-diesel,Konsumsi BBM dalam kota (kmpl),13 kmpl
toyota,kijang-innova,g-mt-diesel,Girboks,5-Speed
toyota,kijang-innova,g-mt-diesel,Jenis Transmisi,Manual
toyota,kijang-innova,g-mt-diesel,Jenis penggerak,RWD
toyota,kijang-innova,g-mt-diesel,Jumlah Silinder,4
toyota,kijang-innova,g-mt-diesel,Katup per Silinder,4
toyota,kijang-innova,g-mt-diesel,Konfigurasi Katup,DOHC
toyota,kijang-innova,g-mt-diesel,Sistem Suplai Bahan Bakar,CRDi
toyota,rush,g-mt,Kapasitas mesin,1496 cc
toyota,rush,g-mt,Tenaga,103 hp
toyota,rush,g-mt,Jenis Bahan Bakar,Bensin
toyota,rush,g-mt,Torsi,136 Nm
toyota,rush,g-mt,Girboks,5-Speed
toyota,rush,g-mt,Jenis penggerak,FWD
toyota,rush,g-mt,Jenis Transmisi,Manual
toyota,rush,g-mt,Jumlah Silinder,4
toyota,rush,g-mt,Katup per Silinder,4
toyota,rush,g-mt,Konfigurasi Katup,DOHC
toyota,rush,g-mt,Sistem Suplai Bahan Bakar,EFI
toyota,rush,g-mt,Mesin,"1.5L Petrol Engine, 4 Cylinder 16 Valve DOHC"
toyota,rush,g-at,Kapasitas mesin,1496 cc
toyota,rush,g-at,Tenaga,103 hp
toyota,rush,g-at,Torsi,136 Nm
toyota,rush,g-at,Jenis Bahan Bakar,Bensin
toyota,rush,g-at,Girboks,4-Speed
toyota,rush,g-at,Jenis penggerak,FWD
toyota,rush,g-at,Jenis Transmisi,Otomatis
toyota,rush,g-at,Jumlah Silinder,4
toyota,rush,g-at,Katup per Silinder,4
toyota,rush,g-at,Konfigurasi Katup,DOHC
toyota,rush,g-at,Sistem Suplai Bahan Bakar,EFI
toyota,rush,g-at,Mesin,"1.5L Petrol Engine, 4 Cylinder 16 Valve DOHC"
toyota,rush,trd-sportivo-mt,Kapasitas mesin,1496 cc
toyota,rush,trd-sportivo-mt,Tenaga,103 hp
toyota,rush,trd-sportivo-mt,Torsi,136 Nm
toyota,rush,trd-sportivo-mt,Jenis Bahan Bakar,Bensin
toyota,rush,trd-sportivo-mt,Girboks,5-Speed
toyota,rush,trd-sportivo-mt,Jenis penggerak,FWD
toyota,rush,trd-sportivo-mt,Jenis Transmisi,Manual
toyota,rush,trd-sportivo-mt,Jumlah Silinder,4
toyota,rush,trd-sportivo-mt,Katup per Silinder,4
toyota,rush,trd-sportivo-mt,Konfigurasi Katup,DOHC
toyota,rush,trd-sportivo-mt,Sistem Suplai Bahan Bakar,EFI
toyota,rush,trd-sportivo-mt,Mesin,"1.5L Petrol Engine, 4 Cylinder 16 Valve DOHC"
toyota,rush,trd-sportivo-at,Kapasitas mesin,1496 cc
toyota,rush,trd-sportivo-at,Tenaga,103 hp
toyota,rush,trd-sportivo-at,Torsi,136 Nm
toyota,rush,trd-sportivo-at,Jenis Bahan Bakar,Bensin
toyota,rush,trd-sportivo-at,Girboks,4-Speed
toyota,rush,trd-sportivo-at,Jenis penggerak,FWD
toyota,rush,trd-sportivo-at,Jenis Transmisi,Otomatis
toyota,rush,trd-sportivo-at,Jumlah Silinder,4
toyota,rush,trd-sportivo-at,Katup per Silinder,4
toyota,rush,trd-sportivo-at,Konfigurasi Katup,DOHC
toyota,rush,trd-sportivo-at,Sistem Suplai Bahan Bakar,EFI
toyota,rush,trd-sportivo-at,Mesin,"1.5L Petrol Engine, 4 Cylinder 16 Valve DOHC"
toyota,agya,1-0l-g-mt,Kapasitas mesin,998 cc
toyota,agya,1-0l-g-mt,Tenaga,66 hp
toyota,agya,1-0l-g-mt,Torsi,89 Nm
toyota,agya,1-0l-g-mt,Jenis Bahan Bakar,Bensin
toyota,agya,1-0l-g-mt,Girboks,5-Speed
toyota,agya,1-0l-g-mt,Jenis Transmisi,Manual
toyota,agya,1-0l-g-mt,Jumlah Silinder,3
toyota,agya,1-0l-g-mt,Katup per Silinder,4
toyota,agya,1-0l-g-mt,Konfigurasi Katup,DOHC
toyota,agya,1-0l-g-mt,Sistem Suplai Bahan Bakar,EFI
toyota,agya,1-0l-g-mt,Mesin,"1.0L Petrol Engine, Inline 3 Cylinder 12 Valve DOHC"
toyota,agya,1-0l-g-at,Kapasitas mesin,998 cc
toyota,agya,1-0l-g-at,Tenaga,66 hp
toyota,agya,1-0l-g-at,Torsi,89 Nm
toyota,agya,1-0l-g-at,Jenis Bahan Bakar,Bensin
toyota,agya,1-0l-g-at,Girboks,4-Speed
toyota,agya,1-0l-g-at,Jenis Transmisi,Otomatis
toyota,agya,1-0l-g-at,Jumlah Silinder,3
toyota,agya,1-0l-g-at,Katup per Silinder,4
toyota,agya,1-0l-g-at,Konfigurasi Katup,DOHC
toyota,agya,1-0l-g-at,Sistem Suplai Bahan Bakar,EFI
toyota,agya,1-0l-g-at,Mesin,"1.0L Petrol Engine, Inline 3 Cylinder 12 Valve DOHC"
toyota,agya,1-2l-g-mt,Kapasitas mesin,1197 cc
toyota,agya,1-2l-g-mt,Tenaga,87 hp
toyota,agya,1-2l-g-mt,Jenis Bahan Bakar,Bensin
toyota,agya,1-2l-g-mt,Torsi,108 Nm
toyota,agya,1-2l-g-mt,Girboks,5-Speed
toyota,agya,1-2l-g-mt,Jenis Transmisi,Manual
toyota,agya,1-2l-g-mt,Jumlah Silinder,4
toyota,agya,1-2l-g-mt,Katup per Silinder,4
toyota,agya,1-2l-g-mt,Konfigurasi Katup,DOHC
toyota,agya,1-2l-g-mt,Sistem Suplai Bahan Bakar,EFI
toyota,agya,1-2l-g-mt,Mesin,"1.2L Petrol Engine, Inline 4 Cylinder 16 Valve DOHC"
toyota,agya,1-2l-g-at,Kapasitas mesin,1197 cc
toyota,agya,1-2l-g-at,Tenaga,87 hp
toyota,agya,1-2l-g-at,Torsi,108 Nm
toyota,agya,1-2l-g-at,Jenis Bahan Bakar,Bensin
toyota,agya,1-2l-g-at,Girboks,4-Speed
toyota,agya,1-2l-g-at,Jenis Transmisi,Otomatis
toyota,agya,1-2l-g-at,Jumlah Silinder,4
toyota,agya,1-2l-g-at,Katup per Silinder,4
toyota,agya,1-2l-g-at,Konfigurasi Katup,DOHC
toyota,agya,1-2l-g-at,Sistem Suplai Bahan Bakar,EFI
toyota,agya,1-2l-g-at,Mesin,"1.2L Petrol Engine, Inline 4 Cylinder 16 Valve DOHC"
toyota,agya,1-2l-g-mt-trd,Kapasitas mesin,1197 cc
toyota,agya,1-2l-g-mt-trd,Tenaga,87 hp
toyota,agya,1-2l-g-mt-trd,Jenis Bahan Bakar,Bensin
toyota,agya,1-2l-g-mt-trd,Torsi,108 Nm
toyota,agya,1-2l-g-mt-trd,Girboks,5-Speed
toyota,agya,1-2l-g-mt-trd,Jenis Transmisi,Manual
toyota,agya,1-2l-g-mt-trd,Jumlah Silinder,4
toyota,agya,1-2l-g-mt-trd,Katup per Silinder,4
toyota,agya,1-2l-g-mt-trd,Konfigurasi Katup,DOHC
toyota,agya,1-2l-g-mt-trd,Sistem Suplai Bahan Bakar,EFI
toyota,agya,1-2l-g-mt-trd,Mesin,"1.2L Petrol Engine, Inline 4 Cylinder 16 Valve DOHC"
toyota,agya,1-2l-trd-at,Kapasitas mesin,1197 cc
toyota,agya,1-2l-trd-at,Tenaga,87 hp
toyota,agya,1-2l-trd-at,Torsi,108 Nm
toyota,agya,1-2l-trd-at,Jenis Bahan Bakar,Bensin
toyota,agya,1-2l-trd-at,Girboks,4-Speed
toyota,agya,1-2l-trd-at,Jenis Transmisi,Otomatis
toyota,agya,1-2l-trd-at,Jumlah Silinder,4
toyota,agya,1-2l-trd-at,Katup per Silinder,4
toyota,agya,1-2l-trd-at,Konfigurasi Katup,DOHC
toyota,agya,1-2l-trd-at,Sistem Suplai Bahan Bakar,EFI
toyota,agya,1-2l-trd-at,Mesin,"1.2L Petrol Engine, Inline 4 Cylinder 16 Valve DOHC"
toyota,avanza,1-3g-at,Kapasitas mesin,1329 cc
toyota,avanza,1-3g-at,Tenaga,91 hp
toyota,avanza,1-3g-at,Jenis Bahan Bakar,Bensin
toyota,avanza,1-3g-at,Torsi,120 Nm
toyota,avanza,1-3g-at,Konsumsi BBM dalam kota (kmpl),14.8 kmpl
toyota,avanza,1-3g-at,Girboks,4-Speed
toyota,avanza,1-3g-at,Jenis Transmisi,Otomatis
toyota,avanza,1-3g-at,Jumlah Silinder,4
toyota,avanza,1-3g-at,Katup per Silinder,4
toyota,avanza,1-3g-at,Konfigurasi Katup,DOHC
toyota,avanza,1-3g-at,Sistem Suplai Bahan Bakar,EFI
toyota,avanza,1-3g-at,Mesin,"1.3 L Petrol Engine, 4 Cylinder 16 Valve, Dual VVT-i"
toyota,avanza,1-3e-mt,Kapasitas mesin,1329 cc
toyota,avanza,1-3e-mt,Tenaga,91 hp
toyota,avanza,1-3e-mt,Torsi,120 Nm
toyota,avanza,1-3e-mt,Konsumsi BBM dalam kota (kmpl),14.8 kmpl
toyota,avanza,1-3e-mt,Jenis Bahan Bakar,Bensin
toyota,avanza,1-3e-mt,Girboks,5-Speed
toyota,avanza,1-3e-mt,Jenis Transmisi,Manual
toyota,avanza,1-3e-mt,Jumlah Silinder,4
toyota,avanza,1-3e-mt,Katup per Silinder,4
toyota,avanza,1-3e-mt,Konfigurasi Katup,DOHC
toyota,avanza,1-3e-mt,Sistem Suplai Bahan Bakar,EFI
toyota,avanza,1-3e-mt,Mesin,"1.3 L Petrol Engine, 4 Cylinder 16 Valve, Dual VVT-i"
toyota,avanza,1-3e-at,Kapasitas mesin,1329 cc
toyota,avanza,1-3e-at,Tenaga,91 hp
toyota,avanza,1-3e-at,Torsi,120 Nm
toyota,avanza,1-3e-at,Konsumsi BBM dalam kota (kmpl),14.8 kmpl
toyota,avanza,1-3e-at,Jenis Bahan Bakar,Bensin
toyota,avanza,1-3e-at,Girboks,4-Speed
toyota,avanza,1-3e-at,Jenis Transmisi,Otomatis
toyota,avanza,1-3e-at,Jumlah Silinder,4
toyota,avanza,1-3e-at,Katup per Silinder,4
toyota,avanza,1-3e-at,Konfigurasi Katup,DOHC
toyota,avanza,1-3e-at,Sistem Suplai Bahan Bakar,EFI
toyota,avanza,1-3e-at,Mesin,"1.3 L Petrol Engine, 4 Cylinder 16 Valve, Dual VVT-i"
toyota,avanza,1-3g-mt,Kapasitas mesin,1329 cc
toyota,avanza,1-3g-mt,Tenaga,91 hp
toyota,avanza,1-3g-mt,Torsi,120 Nm
toyota,avanza,1-3g-mt,Konsumsi BBM dalam kota (kmpl),14.8 kmpl
toyota,avanza,1-3g-mt,Jenis Bahan Bakar,Bensin
toyota,avanza,1-3g-mt,Girboks,5-Speed
toyota,avanza,1-3g-mt,Jenis Transmisi,Manual
toyota,avanza,1-3g-mt,Jumlah Silinder,4
toyota,avanza,1-3g-mt,Katup per Silinder,4
toyota,avanza,1-3g-mt,Konfigurasi Katup,DOHC
toyota,avanza,1-3g-mt,Sistem Suplai Bahan Bakar,EFI
toyota,avanza,1-3g-mt,Mesin,"1.3 L Petrol Engine, 4 Cylinder 16 Valve, Dual VVT-i"
toyota,avanza,1-5g-mt,Kapasitas mesin,1496 cc
toyota,avanza,1-5g-mt,Tenaga,103 hp
toyota,avanza,1-5g-mt,Torsi,136 Nm
toyota,avanza,1-5g-mt,Jenis Bahan Bakar,Bensin
toyota,avanza,1-5g-mt,Girboks,5-Speed
toyota,avanza,1-5g-mt,Jenis Transmisi,Manual
toyota,avanza,1-5g-mt,Jumlah Silinder,4
toyota,avanza,1-5g-mt,Katup per Silinder,4
toyota,avanza,1-5g-mt,Konfigurasi Katup,DOHC
toyota,avanza,1-5g-mt,Sistem Suplai Bahan Bakar,EFI
toyota,avanza,1-5g-mt,Mesin,"1.5 L Petrol Engine, 4 Cylinder 16 Valve, Dual VVT-i"
toyota,calya,e-mt,Kapasitas mesin,1197 cc
toyota,calya,e-mt,Tenaga,87 hp
toyota,calya,e-mt,Jenis Bahan Bakar,Bensin
toyota,calya,e-mt,Torsi,108 Nm
toyota,calya,e-mt,Girboks,5-Speed
toyota,calya,e-mt,Jenis penggerak,FWD
toyota,calya,e-mt,Jenis Transmisi,Manual
toyota,calya,e-mt,Jumlah Silinder,4
toyota,calya,e-mt,Katup per Silinder,4
toyota,calya,e-mt,Konfigurasi Katup,DOHC
toyota,calya,e-mt,Sistem Suplai Bahan Bakar,EFI
